CVE-2018-14767,cwe20,instanceof
CVE-2018-14734,cwe416,instanceof
CVE-2018-14682,cwe682,instanceof
CVE-2018-14681,cwe787,instanceof
CVE-2018-14680,cwe20,instanceof
CVE-2018-14679,cwe682,instanceof
CVE-2018-14432,cwe200,instanceof
CVE-2018-10906,cwe284,instanceof
CVE-2018-10903,cwe20,instanceof
CVE-2018-10900,cwe77,instanceof
CVE-2018-10883,cwe787,instanceof
CVE-2018-8020,cwe295,instanceof
CVE-2018-8019,cwe295,instanceof
CVE-2017-18344,cwe125,instanceof
CVE-2017-15120,cwe476,instanceof
CVE-2017-15119,cwe400,instanceof
CVE-2017-15118,cwe787,instanceof
CVE-2017-15101,cwe119,instanceof
CVE-2017-15097,cwe59,instanceof
CVE-2017-12173,cwe20,instanceof
CVE-2017-12163,cwe200,instanceof
CVE-2017-7558,cwe125,instanceof
CVE-2017-7537,cwe798,instanceof
CVE-2017-7482,cwe190,instanceof
CVE-2017-3224,cwe345,instanceof
CVE-2017-2666,cwe444,instanceof
CVE-2017-2640,cwe787,instanceof
CVE-2017-2634,cwe119,instanceof
CVE-2017-2633,cwe125,instanceof
CVE-2017-2626,cwe331,instanceof
CVE-2017-2624,cwe200,instanceof
CVE-2017-2623,cwe295,instanceof
CVE-2016-9597,cwe119,instanceof
CVE-2016-9578,cwe20,instanceof
CVE-2016-9577,cwe119,instanceof
CVE-2016-8626,cwe20,instanceof
CVE-2015-9261,cwe476,instanceof
CVE-2018-1000637,cwe119,instanceof
CVE-2018-1000632,cwe91,instanceof
CVE-2018-1000222,cwe415,instanceof
CVE-2018-16276,cwe20,instanceof
CVE-2018-16140,cwe119,instanceof
CVE-2018-16058,cwe74,instanceof
CVE-2018-16057,cwe74,instanceof
CVE-2018-16056,cwe74,instanceof
CVE-2018-15911,cwe119,instanceof
CVE-2018-15910,cwe704,instanceof
CVE-2018-15909,cwe704,instanceof
CVE-2018-15864,cwe476,instanceof
CVE-2018-15863,cwe476,instanceof
CVE-2018-15862,cwe476,instanceof
CVE-2018-15861,cwe476,instanceof
CVE-2018-15859,cwe476,instanceof
CVE-2018-15858,cwe476,instanceof
CVE-2018-15857,cwe416,instanceof
CVE-2018-15855,cwe476,instanceof
CVE-2018-15854,cwe476,instanceof
CVE-2018-15599,cwe200,instanceof
CVE-2018-15501,cwe125,instanceof
CVE-2018-15494,cwe74,instanceof
CVE-2018-15473,cwe200,instanceof
CVE-2018-15471,cwe190,instanceof
CVE-2018-15120,cwe119,instanceof
CVE-2018-14912,cwe22,instanceof
CVE-2018-14883,cwe190,instanceof
CVE-2018-14851,cwe125,instanceof
CVE-2018-14622,cwe769,instanceof
CVE-2018-14619,cwe20,instanceof
CVE-2018-14600,cwe787,instanceof
CVE-2018-14599,cwe682,instanceof
CVE-2018-14598,cwe20,instanceof
CVE-2018-14574,cwe601,instanceof
CVE-2018-14567,cwe400,instanceof
CVE-2018-14348,cwe200,instanceof
CVE-2018-12827,cwe125,instanceof
CVE-2018-12826,cwe125,instanceof
CVE-2018-12824,cwe125,instanceof
CVE-2018-10936,cwe297,instanceof
CVE-2018-10925,cwe285,instanceof
CVE-2018-10919,cwe200,instanceof
CVE-2018-10918,cwe476,instanceof
CVE-2018-10916,cwe20,instanceof
CVE-2018-10915,cwe20,instanceof
CVE-2018-10902,cwe415,instanceof
CVE-2018-10897,cwe22,instanceof
CVE-2018-10858,cwe119,instanceof
CVE-2018-8040,cwe284,instanceof
CVE-2018-8037,cwe362,instanceof
CVE-2018-8034,cwe295,instanceof
CVE-2018-8004,cwe444,instanceof
CVE-2018-7073,cwe284,instanceof
CVE-2018-6557,cwe59,instanceof
CVE-2018-5995,cwe200,instanceof
CVE-2018-5953,cwe200,instanceof
CVE-2018-5390,cwe20,instanceof
CVE-2018-1656,cwe22,instanceof
CVE-2018-1517,cwe20,instanceof
CVE-2018-1336,cwe400,instanceof
CVE-2018-1318,cwe20,instanceof
CVE-2017-16790,cwe20,instanceof
CVE-2017-16654,cwe22,instanceof
CVE-2017-15429,cwe79,instanceof
CVE-2017-15427,cwe79,instanceof
CVE-2017-15426,cwe20,instanceof
CVE-2017-15425,cwe20,instanceof
CVE-2017-15424,cwe20,instanceof
CVE-2017-15422,cwe190,instanceof
CVE-2017-15420,cwe20,instanceof
CVE-2017-15419,cwe601,instanceof
CVE-2017-15418,cwe119,instanceof
CVE-2017-15417,cwe119,instanceof
CVE-2017-15416,cwe119,instanceof
CVE-2017-15415,cwe20,instanceof
CVE-2017-15413,cwe704,instanceof
CVE-2017-15412,cwe416,instanceof
CVE-2017-15411,cwe416,instanceof
CVE-2017-15410,cwe416,instanceof
CVE-2017-15409,cwe119,instanceof
CVE-2017-15408,cwe119,instanceof
CVE-2017-15407,cwe787,instanceof
CVE-2017-15399,cwe416,instanceof
CVE-2017-15398,cwe119,instanceof
CVE-2017-15396,cwe119,instanceof
CVE-2016-9583,cwe125,instanceof
CVE-2016-9579,cwe20,instanceof
CVE-2016-9573,cwe125,instanceof
CVE-2016-9572,cwe476,instanceof
CVE-2016-8654,cwe119,instanceof
CVE-2015-9262,cwe119,instanceof
CVE-2015-5160,cwe200,instanceof
CVE-2018-1000802,cwe77,instanceof
CVE-2018-1000801,cwe22,instanceof
CVE-2018-1000671,cwe601,instanceof
CVE-2018-17407,cwe119,instanceof
CVE-2018-17336,cwe134,instanceof
CVE-2018-17294,cwe125,instanceof
CVE-2018-17183,cwe20,instanceof
CVE-2018-17182,cwe416,instanceof
CVE-2018-17141,cwe20,instanceof
CVE-2018-17101,cwe787,instanceof
CVE-2018-17100,cwe190,instanceof
CVE-2018-17082,cwe79,instanceof
CVE-2018-16949,cwe400,instanceof
CVE-2018-16948,cwe200,instanceof
CVE-2018-16749,cwe476,instanceof
CVE-2018-16741,cwe77,instanceof
CVE-2018-16658,cwe200,instanceof
CVE-2018-16657,cwe20,instanceof
CVE-2018-16644,cwe20,instanceof
CVE-2018-16643,cwe20,instanceof
CVE-2018-16642,cwe787,instanceof
CVE-2018-16587,cwe20,instanceof
CVE-2018-16586,cwe20,instanceof
CVE-2018-16585,cwe119,instanceof
CVE-2018-16541,cwe416,instanceof
CVE-2018-16540,cwe416,instanceof
CVE-2018-16539,cwe200,instanceof
CVE-2018-16513,cwe704,instanceof
CVE-2018-16511,cwe704,instanceof
CVE-2018-16510,cwe119,instanceof
CVE-2018-16435,cwe190,instanceof
CVE-2018-16430,cwe125,instanceof
CVE-2018-16429,cwe125,instanceof
CVE-2018-16428,cwe476,instanceof
CVE-2018-16336,cwe119,instanceof
CVE-2018-16323,cwe200,instanceof
CVE-2018-16152,cwe347,instanceof
CVE-2018-16151,cwe347,instanceof
CVE-2018-14645,cwe125,instanceof
CVE-2018-14641,cwe20,instanceof
CVE-2018-14638,cwe415,instanceof
CVE-2018-14634,cwe190,instanceof
CVE-2018-14633,cwe119,instanceof
CVE-2018-14625,cwe362,instanceof
CVE-2018-14624,cwe20,instanceof
CVE-2018-13259,cwe20,instanceof
CVE-2018-11781,cwe94,instanceof
CVE-2018-11780,cwe94,instanceof
CVE-2018-10929,cwe20,instanceof
CVE-2018-10928,cwe59,instanceof
CVE-2018-10927,cwe20,instanceof
CVE-2018-10926,cwe22,instanceof
CVE-2018-10923,cwe20,instanceof
CVE-2018-10914,cwe476,instanceof
CVE-2018-10913,cwe200,instanceof
CVE-2018-10911,cwe502,instanceof
CVE-2018-10907,cwe119,instanceof
CVE-2018-10904,cwe426,instanceof
CVE-2018-6555,cwe416,instanceof
CVE-2018-6054,cwe416,instanceof
CVE-2018-6053,cwe200,instanceof
CVE-2018-6052,cwe200,instanceof
CVE-2018-6051,cwe79,instanceof
CVE-2018-6050,cwe20,instanceof
CVE-2018-6048,cwe20,instanceof
CVE-2018-6047,cwe20,instanceof
CVE-2018-6046,cwe20,instanceof
CVE-2018-6045,cwe200,instanceof
CVE-2018-6043,cwe20,instanceof
CVE-2018-6042,cwe20,instanceof
CVE-2018-6041,cwe20,instanceof
CVE-2018-6039,cwe20,instanceof
CVE-2018-6038,cwe125,instanceof
CVE-2018-6037,cwe200,instanceof
CVE-2018-6036,cwe20,instanceof
CVE-2018-6035,cwe200,instanceof
CVE-2018-6034,cwe125,instanceof
CVE-2018-6033,cwe20,instanceof
CVE-2018-6032,cwe20,instanceof
CVE-2018-6031,cwe416,instanceof
CVE-2018-5391,cwe20,instanceof
CVE-2018-0644,cwe119,instanceof
CVE-2018-0643,cwe78,instanceof
CVE-2018-0502,cwe20,instanceof
CVE-2017-15705,cwe20,instanceof
CVE-2016-1000030,cwe295,instanceof
CVE-2016-7074,cwe20,instanceof
CVE-2016-7073,cwe20,instanceof
CVE-2016-7068,cwe400,instanceof
CVE-2018-18873,cwe476,instanceof
CVE-2018-18825,cwe79,instanceof
CVE-2018-18751,cwe415,instanceof
CVE-2018-18718,cwe415,instanceof
CVE-2018-18710,cwe200,instanceof
CVE-2018-18607,cwe476,instanceof
CVE-2018-18606,cwe476,instanceof
CVE-2018-18605,cwe119,instanceof
CVE-2018-18559,cwe362,instanceof
CVE-2018-18557,cwe787,instanceof
CVE-2018-18445,cwe125,instanceof
CVE-2018-18438,cwe190,instanceof
CVE-2018-18386,cwe704,instanceof
CVE-2018-18088,cwe476,instanceof
CVE-2018-18073,cwe200,instanceof
CVE-2018-18065,cwe476,instanceof
CVE-2018-18021,cwe20,instanceof
CVE-2018-17977,cwe400,instanceof
CVE-2018-17972,cwe284,instanceof
CVE-2018-17963,cwe190,instanceof
CVE-2018-17962,cwe119,instanceof
CVE-2018-17961,cwe284,instanceof
CVE-2018-17958,cwe190,instanceof
CVE-2018-17540,cwe119,instanceof
CVE-2018-16842,cwe125,instanceof
CVE-2018-16840,cwe416,instanceof
CVE-2018-16839,cwe119,instanceof
CVE-2018-15688,cwe119,instanceof
CVE-2018-15687,cwe362,instanceof
CVE-2018-15686,cwe502,instanceof
CVE-2018-15378,cwe125,instanceof
CVE-2018-14659,cwe400,instanceof
CVE-2018-14656,cwe20,instanceof
CVE-2018-14651,cwe59,instanceof
CVE-2018-12387,cwe20,instanceof
CVE-2018-12386,cwe704,instanceof
CVE-2018-12385,cwe20,instanceof
CVE-2018-12383,cwe200,instanceof
CVE-2018-12379,cwe787,instanceof
CVE-2018-12378,cwe416,instanceof
CVE-2018-12377,cwe416,instanceof
CVE-2018-12376,cwe119,instanceof
CVE-2018-12375,cwe119,instanceof
CVE-2018-12374,cwe200,instanceof
CVE-2018-12373,cwe200,instanceof
CVE-2018-12372,cwe200,instanceof
CVE-2018-12370,cwe352,instanceof
CVE-2018-12367,cwe20,instanceof
CVE-2018-12366,cwe125,instanceof
CVE-2018-12365,cwe200,instanceof
CVE-2018-12364,cwe352,instanceof
CVE-2018-12363,cwe416,instanceof
CVE-2018-12362,cwe190,instanceof
CVE-2018-12361,cwe190,instanceof
CVE-2018-12360,cwe416,instanceof
CVE-2018-12359,cwe119,instanceof
CVE-2018-12358,cwe200,instanceof
CVE-2018-10933,cwe287,instanceof
CVE-2018-6559,cwe200,instanceof
CVE-2018-5188,cwe119,instanceof
CVE-2018-5187,cwe119,instanceof
CVE-2018-5186,cwe119,instanceof
CVE-2018-5156,cwe20,instanceof
CVE-2018-3214,cwe284,instanceof
CVE-2018-3183,cwe284,instanceof
CVE-2018-3180,cwe284,instanceof
CVE-2018-3169,cwe284,instanceof
CVE-2018-3149,cwe284,instanceof
CVE-2018-3139,cwe284,instanceof
CVE-2018-3136,cwe284,instanceof
CVE-2018-0505,cwe284,instanceof
CVE-2018-0504,cwe532,instanceof
CVE-2018-0503,cwe284,instanceof
CVE-2017-5934,cwe79,instanceof
CVE-2018-19777,cwe400,instanceof
CVE-2018-19543,cwe119,instanceof
CVE-2018-19542,cwe476,instanceof
CVE-2018-19541,cwe125,instanceof
CVE-2018-19540,cwe119,instanceof
CVE-2018-19539,cwe284,instanceof
CVE-2018-19497,cwe125,instanceof
CVE-2018-19492,cwe119,instanceof
CVE-2018-19491,cwe119,instanceof
CVE-2018-19490,cwe119,instanceof
CVE-2018-19477,cwe704,instanceof
CVE-2018-19476,cwe704,instanceof
CVE-2018-19407,cwe476,instanceof
CVE-2018-19406,cwe476,instanceof
CVE-2018-19296,cwe20,instanceof
CVE-2018-19274,cwe20,instanceof
CVE-2018-19216,cwe416,instanceof
CVE-2018-19215,cwe125,instanceof
CVE-2018-19214,cwe125,instanceof
CVE-2018-19208,cwe476,instanceof
CVE-2018-19206,cwe79,instanceof
CVE-2018-19200,cwe476,instanceof
CVE-2018-19199,cwe190,instanceof
CVE-2018-19198,cwe787,instanceof
CVE-2018-19149,cwe476,instanceof
CVE-2018-19143,cwe284,instanceof
CVE-2018-19141,cwe79,instanceof
CVE-2018-19060,cwe476,instanceof
CVE-2018-19059,cwe125,instanceof
CVE-2018-19058,cwe20,instanceof
CVE-2018-18955,cwe20,instanceof
CVE-2018-18954,cwe125,instanceof
CVE-2018-17477,cwe20,instanceof
CVE-2018-17476,cwe20,instanceof
CVE-2018-17475,cwe20,instanceof
CVE-2018-17474,cwe416,instanceof
CVE-2018-17473,cwe20,instanceof
CVE-2018-17471,cwe20,instanceof
CVE-2018-17469,cwe125,instanceof
CVE-2018-17468,cwe200,instanceof
CVE-2018-17467,cwe20,instanceof
CVE-2018-17466,cwe125,instanceof
CVE-2018-17465,cwe416,instanceof
CVE-2018-17464,cwe20,instanceof
CVE-2018-17463,cwe20,instanceof
CVE-2018-17462,cwe20,instanceof
CVE-2018-16850,cwe89,instanceof
CVE-2018-16844,cwe400,instanceof
CVE-2018-16843,cwe400,instanceof
CVE-2018-14646,cwe476,instanceof
CVE-2018-12122,cwe400,instanceof
CVE-2018-12116,cwe444,instanceof
CVE-2018-9516,cwe787,instanceof
CVE-2018-9422,cwe416,instanceof
CVE-2018-9415,cwe415,instanceof
CVE-2018-9363,cwe190,instanceof
CVE-2018-6081,cwe79,instanceof
CVE-2018-6079,cwe200,instanceof
CVE-2018-6078,cwe20,instanceof
CVE-2018-6077,cwe200,instanceof
CVE-2018-6076,cwe79,instanceof
CVE-2018-6075,cwe200,instanceof
CVE-2018-6074,cwe20,instanceof
CVE-2018-6073,cwe119,instanceof
CVE-2018-6072,cwe190,instanceof
CVE-2018-6071,cwe190,instanceof
CVE-2018-6069,cwe119,instanceof
CVE-2018-6068,cwe20,instanceof
CVE-2018-6067,cwe119,instanceof
CVE-2018-6066,cwe200,instanceof
CVE-2018-6065,cwe190,instanceof
CVE-2018-6064,cwe704,instanceof
CVE-2018-6063,cwe787,instanceof
CVE-2018-6062,cwe787,instanceof
CVE-2018-6061,cwe362,instanceof
CVE-2018-6060,cwe416,instanceof
CVE-2018-5407,cwe200,instanceof
CVE-2014-10077,cwe20,instanceof
CVE-2018-18359,cwe125,instanceof
CVE-2018-18357,cwe20,instanceof
CVE-2018-18356,cwe190,instanceof
CVE-2018-18355,cwe20,instanceof
CVE-2018-18354,cwe20,instanceof
CVE-2018-18351,cwe20,instanceof
CVE-2018-18348,cwe20,instanceof
CVE-2018-18347,cwe20,instanceof
CVE-2018-18346,cwe20,instanceof
CVE-2018-18343,cwe416,instanceof
CVE-2018-18342,cwe502,instanceof
CVE-2018-18341,cwe190,instanceof
CVE-2018-18340,cwe119,instanceof
CVE-2018-18339,cwe119,instanceof
CVE-2018-18338,cwe119,instanceof
CVE-2018-18337,cwe416,instanceof
CVE-2018-18336,cwe416,instanceof
CVE-2018-18335,cwe119,instanceof
CVE-2018-17481,cwe416,instanceof
CVE-2018-17480,cwe787,instanceof
CVE-2018-6116,cwe476,instanceof
CVE-2018-6115,cwe20,instanceof
CVE-2018-6103,cwe20,instanceof
CVE-2018-6102,cwe20,instanceof
CVE-2018-6101,cwe20,instanceof
CVE-2018-6099,cwe200,instanceof
CVE-2018-6095,cwe200,instanceof
CVE-2018-6094,cwe119,instanceof
CVE-2018-6092,cwe190,instanceof
CVE-2018-6090,cwe190,instanceof
CVE-2018-6089,cwe20,instanceof
CVE-2018-6088,cwe20,instanceof
CVE-2018-6087,cwe416,instanceof
CVE-2018-6086,cwe416,instanceof
CVE-2018-6085,cwe20,instanceof
